Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance,Release Type,Significant,Year,Occurrence Date,Discovered Date,Detailed immediate cause,Immediate cause category,Detailed basic cause,Basic cause category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2010-176,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Not Applicable,Not Applicable,Not Applicable,No,2010,2010/09/07 12:00:00 AM Mountain,2010/11/11 12:00:00 AM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Personal factors,Lack of knowledge,Lack of situational awareness",Individual Factors,NULL,NULL,NULL,Employee / Contractor (Other),50:31.1,No,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Over Pressure,NULL,0,OPR,Line 4,"1219.00000000, 914.00000000, 864.00000000",1248.909872,Crude Oil,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,INC2010-102,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2010-177,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Not Applicable,Not Applicable,Not Applicable,No,2010,2010/09/20 12:00:00 AM Mountain,2010/11/11 12:00:00 AM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Personal factors,Lack of knowledge,Lack of situational awareness",Individual Factors,NULL,NULL,NULL,Employee / Contractor (Other),49:59.5,No,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Over Pressure,NULL,0,OPR,Line 4,"1219.00000000, 914.00000000, 864.00000000",1248.909872,Crude Oil,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,INC2010-102,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-003,Fire,1/9/2011,Grande Prairie,Alberta,Alliance Pipeline Ltd.,Closed,54.5224,-118.10037,Not Applicable,Not Applicable,Not Applicable,No,2011,2011/01/08 09:00:00 PM Mountain,2011/01/08 09:00:00 PM Mountain,"Substandard Acts,Failing to use PPE properly;Substandard Conditions,Inadequate guards or barriers;Substandard Conditions,Fire and explosion hazards;Substandard Conditions,Inadequate ventilation","Incorrect Operation, Operating Conditions","Job or system factors,Inadequate maintenance,Inadequate reparative,Part substitution;Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules","Maintenance, Standards and Procedures",NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Alliance - Moose River Meter Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 198.9,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-004,Release of Substance,1/13/2011,Marten River,Ontario,TransCanada PipeLines Limited,Closed,46.84822454,-79.8090245,192,Natural Gas - Sweet,Gas,No,2011,2011/01/12 02:00:00 PM Mountain,2011/01/12 02:00:00 PM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Excessive wear and tear,Improper extension of service life",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,192,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 112,Level I,Category A,No,NULL,"Station/Facility,Compression,Pipe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-007,Release of Substance,1/20/2011,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14641,-120.66907,4.2,Propane,Gas,No,2011,NULL,2011/01/20 12:00:00 AM Mountain,"Damage or deterioration mechanism,Cracking,Fatigue;Substandard Conditions,Weather Related,Frozen components;Damage or deterioration mechanism,Other Causes,Control System Malfunction;Damage or deterioration mechanism,Equipment,Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)","Cracking , Equipment Failure, Operating Conditions","Job or system factors,Inadequate tools and equipment,Inadequate adjustment or repair or maintenance;Job or system factors,Excessive wear and tear,Inadequate inspection and/or monitoring;Job or system factors,Excessive wear and tear,Inadequate maintenance;Job or system factors,Inadequate maintenance,Inadequate preventive,Adjustment or assembly;External Interference,Natural or Environmental Forces","Maintenance, Natural or Environmental Forces, Tools and Equipment",NULL,NULL,NULL,NULL,00:00.0,No,No,Release of Substance,Propane,4.2,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,WEI - McMahon Gas Plant (Taylor Gas Plant),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-008,Release of Substance,1/21/2011,Bowmanville,Ontario,TransCanada PipeLines Limited,Closed,43.96,-78.81941,1000,Natural Gas - Sweet,Gas,No,2011,NULL,2011/01/18 08:30:00 AM Eastern,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Release of Substance,Natural Gas - Sweet,1000,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCPL - Station 134 (Bowmanville Compressor Stn),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-011,Release of Substance,1/31/2011,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.57555,-113.87749,Not Provided,Natural Gas - Sweet,Gas,No,2011,2011/01/31 09:00:00 AM Mountain,2011/01/31 09:00:00 AM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate reparative,Part substitution",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NGTL - Martin Hills Meter Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,"Station/Facility,Metering,Delivering,Valve",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Removal,NULL,No,NULL,NULL,No,No,NULL,Repair,No
INC2011-012,Operation Beyond Design Limits,1/31/2011,Toronto,Ontario,Trans-Northern Pipelines Inc.,Closed,43.69257,-79.61074,Not Applicable,Not Applicable,Not Applicable,No,2011,2011/01/29 04:02:00 AM Eastern,2011/01/29 04:02:00 AM Eastern,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate engineering,Inadequate assessment of loss exposures",Engineering and Planning,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Over Pressure,NULL,0,OPR,Toronto Airport Lateral,273.1,4.01694557,"Refined Products-Aviation, Refined Products-Distillate, Refined Products-Gasoline",NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Contains buildings greater than 4 stories above ground,NULL,Level I,Category A,No,NULL,"Pipeline,Valve,Ball,Other (please explain)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-013,Release of Substance,2/2/2011,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14642,-120.66907,37,Propane,Gas,No,2011,2011/02/01 05:00:00 PM Mountain,2011/02/01 07:00:00 PM Mountain,"Substandard Acts,Failure to follow procedure or policy or practice",Incorrect Operation,"Personal factors,Lack of skill,Infrequent performance",Individual Factors,NULL,NULL,NULL,NULL,00:00.0,Yes,No,Release of Substance,Propane,37,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,WEI - McMahon Gas Plant (Taylor Gas Plant),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),46 or more dwelling units per km,NULL,Level I,Category A,No,NULL,"Station/Facility,Pumping,Pump",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Removal,9/1/2011,No,NULL,NULL,No,No,9/1/2011,Repair,No
INC2011-014,Fire,2/2/2011,Neutral Hills,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.29321,-111.09081,Not Applicable,Not Applicable,Not Applicable,No,2011,2011/01/28 12:00:00 AM Mountain,2011/01/28 12:00:00 AM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate engineering,Inadequate monitoring of construction",Engineering and Planning,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCP Keystone Lake Send Pump Station 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Kilometer Post,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-016,Release of Substance,2/3/2011,Monchy,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Closed,49.017155,-107.831853,2,Natural Gas - Sweet,Gas,No,2011,2011/02/01 08:00:00 PM Mountain,2011/02/01 08:00:00 PM Mountain,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Release of Substance,Natural Gas - Sweet,2,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Foothills - Monchy Compressor Stn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-017,Release of Substance,2/4/2011,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.88657778,-66.5511694,Not Provided,Natural Gas - Sweet,Gas,No,2011,NULL,2011/01/28 09:00:00 AM Atlantic,"Damage or deterioration mechanism,Material or Manufacturing,Defective Pipe or Component Body",Material Defect,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Mainline,"863.60000000, 762.00000000",574.8807991,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),46 or more dwelling units per km,Kilometer Post,Level I,Category A,No,NULL,"Station/Facility,Metering,Delivering,Fitting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-018,Release of Substance,2/7/2011,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.11307222,-64.7157694,Not Provided,Natural Gas - Sweet,Gas,No,2011,2011/02/01 05:30:00 PM Atlantic,2011/02/01 05:30:00 PM Atlantic,"Damage or deterioration mechanism,Other Causes,Unknown",Other Causes,"Job or system factors,Excessive wear and tear,Improper extension of service life",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Muncton PRS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-019,Fire,2/8/2011,Neutral Hills,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.29334,-111.09092,Not Applicable,Not Applicable,Not Applicable,No,2011,2011/02/04 12:00:00 AM Mountain,2011/02/04 12:00:00 AM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate reparative,Part substitution;Job or system factors,Inadequate work standards,Inadequate development of standards,Procedures or practices or rules","Maintenance, Standards and Procedures",NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCP Keystone Lake Send Pump Station 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mile Post 48.1 KP,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-026,Release of Substance,2/14/2011,North Bay,Ontario,TransCanada PipeLines Limited,Closed,46.37977,-79.46897,Not Provided,Natural Gas - Sweet,Gas,No,2011,2011/02/11 06:00:00 AM Eastern,2011/02/11 06:00:00 AM Eastern,"Damage or deterioration mechanism,Cracking,Fatigue",Cracking ,"Job or system factors,Inadequate work standards,Inadequate development of standards,Procedures or practices or rules",Standards and Procedures,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Metering,Receiving,Fitting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Removal,2/11/2011,No,NULL,NULL,No,No,2/11/2011,Repair,No
INC2011-027,Release of Substance,2/18/2011,Lincoln,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.887,-66.551169,Not Provided,Natural Gas - Sweet,Gas,No,2011,2011/02/18 01:25:00 PM Atlantic,2011/02/18 01:55:00 PM Atlantic,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Mainline,"863.60000000, 762.00000000",574.8807991,Natural Gas,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Metering,Delivering,Valve",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-029,"Fire, Release of Substance",2/20/2011,Beardmore,Ontario,TransCanada PipeLines Limited,Submitted,49.58894444,-87.9718889,2790000,Natural Gas - Sweet,Gas,Yes,2011,2011/02/19 11:30:00 PM Eastern,2011/02/19 11:30:00 PM Eastern,"Damage or deterioration mechanism,Cracking,Corrosion Fatigue",Cracking ,"Job or system factors,Excessive wear and tear,Inadequate inspection and/or monitoring",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),NULL,No,Yes,"Fire, Release of Substance",Natural Gas - Sweet,2790000,Yes,No,NULL,Under Investigation or Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,LINE 100-2,"609.60000000, 863.60000000, 762.00000000, 508.00000000, 914.40000000",3393.42642,Natural Gas,NULL,Meter,NULL,NULL,Canada,No,No,Yes,Yes,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km) MLV 76-2 + 9.76,Level III,Category C,Yes,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-030,Release of Substance,2/20/2011,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.44721,-119.22429,Not Provided,Natural Gas - Sweet,Gas,No,2011,2011/02/20 01:00:00 PM Mountain,2011/02/20 01:00:00 PM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate engineering,Inadequate standards, specifications and/or design criteria",Engineering and Planning,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2011-032,Release of Substance,2/23/2011,Burnside,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.3,-62.983333,3,Natural Gas - Sweet,Gas,No,2011,2011/02/23 12:00:00 PM Atlantic,2011/02/23 02:00:00 PM Atlantic,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,3,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,MNE - Halifax Lateral pressure reducing station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Metering,Delivering,Valve,Pressure relief,Seat",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-035,Fire,3/2/2011,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,57.25289,-111.05669,Not Applicable,Not Applicable,Not Applicable,No,2011,2011/02/26 02:20:00 PM Mountain,2011/02/26 02:20:00 PM Mountain,"Substandard Acts,Using equipment improperly;Substandard Acts,Failure to identify hazard or risk;Substandard Acts,Failure to check or monitor",Incorrect Operation,"Personal factors,Lack of knowledge,Lack of situational awareness;Job or system factors,Inadequate leadership and/or supervision,Inadequate instructions, orientation and/or training","Individual Factors, Leadership and Communication",NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Housekeeping,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,KEARL EXTENSION,"610.00000000, 508.00000000",22.6599965,Natural Gas Sweet,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 5.61,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2011-036,Release of Substance,3/2/2011,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,52.36527,-113.08174,Not Provided,Natural Gas - Sweet,Gas,No,2011,NULL,2011/02/27 11:28:00 AM Mountain,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,3rd Party / Other Company,00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Legal Subdivision SE 22 39 22 W4M,Level I,Category A,No,NULL,"Pipeline,Valve,Ball,Flange,Gasket/O-ring",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,5/9/2011,No,NULL,NULL,No,No,5/9/2011,Replacement,No
