Case,Region,Variable_French,Type,Year,Value
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2025,99.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2026,99.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2027,99.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2028,99.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2029,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2030,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2031,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2032,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2033,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2034,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2035,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2036,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2037,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2038,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2039,104.5
Prix Bas,Yukon ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2040,104.5
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2005,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2006,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2007,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2008,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2009,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2010,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2011,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2012,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2013,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2014,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2015,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2016,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2017,55.48
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2018,55.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2019,55.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2020,55.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2021,55.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2022,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2023,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2024,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2025,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2026,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2027,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2028,60.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2029,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2030,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2031,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2032,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2033,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2034,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2035,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2036,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2037,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2038,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2039,63.98
Prix Bas,Northwest Territories ,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2040,63.98
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2005,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2006,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2007,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2008,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2009,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2010,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2011,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2012,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2013,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2014,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2015,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2016,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2017,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2018,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2019,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2020,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2021,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2022,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2023,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2024,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2025,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2026,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2027,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2028,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2029,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2030,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2031,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2032,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2033,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2034,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2035,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2036,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2037,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2038,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2039,0
Prix Bas,Nunavut,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2040,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2005,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2006,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2007,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2008,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2009,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2010,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2011,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2012,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2013,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2014,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2015,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2016,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2017,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2018,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2019,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2020,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2021,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2022,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2023,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2024,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2025,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2026,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2027,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2028,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2029,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2030,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2031,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2032,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2033,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2034,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2035,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2036,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2037,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2038,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2039,0
Prix Bas,Île-du-Prince-Édouard,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2040,0
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2005,72889.833
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2006,72779.833
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2007,73580.833
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2008,74483.833
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2009,74765.843
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2010,75160.843
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2011,75476.683
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2012,76531.983
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2013,76003.283
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2014,78576.7
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2015,79434.06
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2016,80403.11
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2017,80713.908
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2018,81188.608
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2019,81278.608
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2020,82598.608
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2021,83283.608
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2022,83368.778
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2023,83458.778
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2024,83508.778
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2025,84746.431
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2026,84822.4287
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2027,85999.4787
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2028,86454.0227
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2029,87543.0227
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2030,87993.0227
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2031,88683.0227
Référence,Canada,Énergie hydroélectrique / houlomotrice / marémotrice,Combustible Principal,2032,88758.0227
