Sector,Case,Region,Variable_English,Year,Value,Sector2
Electric Generation,Reference,Quebec,RPP,2027,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2028,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2029,4.9192,Electric Generation
Electric Generation,Reference,Quebec,RPP,2030,4.9192,Electric Generation
Electric Generation,Reference,Quebec,RPP,2031,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2032,4.919,Electric Generation
Electric Generation,Reference,Quebec,RPP,2033,4.919,Electric Generation
Electric Generation,Reference,Quebec,RPP,2034,4.919,Electric Generation
Electric Generation,Reference,Quebec,RPP,2035,4.6455,Electric Generation
Electric Generation,Reference,Quebec,RPP,2036,4.6455,Electric Generation
Electric Generation,Reference,Quebec,RPP,2037,4.6455,Electric Generation
Electric Generation,Reference,Quebec,RPP,2038,4.6455,Electric Generation
Electric Generation,Reference,Quebec,RPP,2039,4.6456,Electric Generation
Electric Generation,Reference,Quebec,RPP,2040,4.6455,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2005,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2006,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2007,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2008,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2009,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2010,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2011,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2012,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2013,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2014,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2015,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2016,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2017,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2018,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2019,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2020,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2021,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2022,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2023,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2024,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2025,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2026,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2027,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2028,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2029,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2030,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2031,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2032,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2033,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2034,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2035,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2036,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2037,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2038,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2039,0,Electric Generation
Electric Generation,Reference,Quebec,"Coal, Coke and Coke Oven Gas",2040,0,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2005,622.9193,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2006,620.1664,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2007,650.7849,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2008,675.7111,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2009,681.6097,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2010,638.3545,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2011,682.5184,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2012,690.7225,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2013,728.7094,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2014,709.6203,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2015,699.3442,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2016,709.7491,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2017,710.5276,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2018,718.3483,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2019,706.6478,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2020,708.5189,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2021,712.8569,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2022,716.0061,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2023,716.5969,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2024,714.8118,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2025,716.387,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2026,716.6793,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2027,717.1542,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2028,722.1385,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2029,726.908,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2030,729.8767,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2031,741.2477,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2032,741.5156,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2033,744.0803,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2034,739.0621,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2035,739.7361,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2036,739.3219,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2037,741.5125,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2038,742.8134,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2039,743.8162,Electric Generation
Electric Generation,Reference,Quebec,Hydro,2040,744.1146,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2005,16.6808,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2006,16.6808,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2007,16.6808,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2008,14.0274,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2009,19.4059,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2010,30.0394,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2011,32.7162,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2012,37.363,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2013,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2014,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2015,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2016,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2017,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2018,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2019,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2020,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2021,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2022,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2023,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2024,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2025,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2026,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2027,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2028,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2029,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2030,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2031,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2032,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2033,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2034,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2035,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2036,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2037,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2038,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2039,0,Electric Generation
Electric Generation,Reference,Quebec,Nuclear,2040,0,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2005,27.5504,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2006,27.5611,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2007,28.2737,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2008,22.6253,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2009,17.5649,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2010,37.3933,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2011,40.1194,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2012,37.3671,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2013,56.2381,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2014,63.1797,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2015,46.9633,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2016,38.3634,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2017,47.4298,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2018,51.5578,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2019,54.6266,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2020,55.5408,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2021,55.5408,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2022,56.8445,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2023,56.8443,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2024,56.9705,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2025,60.1227,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2026,61.4262,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2027,61.4263,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2028,61.5524,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2029,61.5523,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2030,65.139,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2031,65.1389,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2032,65.3282,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2033,65.328,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2034,65.3282,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2035,66.4313,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2036,66.6205,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2037,66.6205,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2038,67.8814,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2039,69.1423,Electric Generation
Electric Generation,Reference,Quebec,Other Renewables and Landfill Gas,2040,70.9076,Electric Generation
Less Electricity Secondary Demand,Reference,Quebec,Total,2005,635.0298,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2006,617.6922,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2007,637.6558,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2008,632.4354,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2009,604.4663,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2010,613.843,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2011,616.482,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2012,608.3665,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2013,625.5251,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2014,629.8593,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2015,620.6818,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2016,610.6782,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2017,612.6471,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2018,616.1583,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2019,620.019,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2020,626.1354,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2021,634.322,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2022,641.2552,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2023,649.151,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2024,656.0593,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2025,663.5176,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2026,670.7902,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2027,678.1351,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2028,685.6014,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2029,693.3517,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2030,700.1169,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2031,706.8981,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2032,713.1989,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2033,719.6063,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2034,725.9171,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2035,732.1518,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2036,738.2298,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2037,743.1458,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Quebec,Total,2038,745.8151,Less Electricity Secondary Demand
